,title,author,rating,rating_NUM,review_NUM,summary
1888,The Harry Potter effect : taking a closer look at the complete series,John Houghton,3,4,1,"A fully updated edition of the highly acclaimed review of the Potter corpus (books and films), this will be rushed to the market as soon as the seventh and final Harry Potter novel has been published (July 21) to give the first definitive review of the complete series. Ideal for parents and teachers who will want to interact with children about the biggest phenomenon in"
1889,Harry Potter Desk Pad Official 2019 Calendar - Desk Pad Format,Harry Potter,0,0,0,"You dont need to visit Hogwarts School of Witchcraft and Wizardry to find the perfect calendar for 2019. This desk pad calendar will ensure you get your daily dose of Harry Potter, this handy pad is perfect for planning your week, to-do list or just doodles, this new format has easy tear off pages and is week to view."
1890,"FUNNY NARUTO MEMES: Ultimate Memes & Jokes : Naruto Memes, Funny Memes, Harry Potter Memes, Epic Fails, Memes for Kids, Memes Free, Memes Xl, Pikachu Books, Star Wars Memes, Family",Memes,3.5,2,0,"HELLO THERE! You're about to download NARUTO Jokes For KIDS parody book! +SUPER DUPER BONUS INSIDE! If you or your kid loves NARUTO - this parody book is just for you guys! I encourage you to take a leap of faith and download this great and funny NARUTO book for kids, which You wont regret! ""NARUTO: Funny jokes and memes for Children (NARUTO comics parody book)"" is a"
1891,Slaves of Harry Potter,James Masters,0,0,0,Fandom: Harry PotterRelationship: Harry Potter/many--------------------------------------------------Title says it all and this story has been revised of most of the spelling errors that plagued the last edition. Do not read if under 18 and HP/many
1892,Zauberer. Eine magische Zeitreise von Merlin bis Harry Potter,Tim Dedopulos,0,0,0, 
1893,Harry Potter und die Widerspruche der Kulturindustrie. Eine ideologiekritische Analyse,Melanie Babenhauserheide,0,0,0,"J.K. Rowlings erfolgreiche Romanreihe um den Charakter Harry Potter hat weltweit die Fans begeistert und ist in die Bildungserfahrungen einer ganzen Generation eingegangen. Inwiefern bestatigen und uberschreiten die Romane dabei gesellschaftliche Herrschaftsverhaltnisse? Wahrend die Reihe bislang oft als entweder affirmativ oder emanzipatorisch verstanden wurde, betrachtet"
1894,Harry Potter and the Goblet of Fire Illustrated Edition,"J.K. Rowling, Jim Kay",5,1,0, 
1895,The Harry Potter effect : taking a closer look at the complete series,John Houghton,3,4,1,"A fully updated edition of the highly acclaimed review of the Potter corpus (books and films), this will be rushed to the market as soon as the seventh and final Harry Potter novel has been published (July 21) to give the first definitive review of the complete series. Ideal for parents and teachers who will want to interact with children about the biggest phenomenon in"
1896,Harry Potter Desk Pad Official 2019 Calendar - Desk Pad Format,Harry Potter,0,0,0,"You dont need to visit Hogwarts School of Witchcraft and Wizardry to find the perfect calendar for 2019. This desk pad calendar will ensure you get your daily dose of Harry Potter, this handy pad is perfect for planning your week, to-do list or just doodles, this new format has easy tear off pages and is week to view."
1897,Harry Potter Official 2019 Calendar - A3 Change It Up Wall Calendar Format,Harry Potter,0,0,0,Spend time with your favourite Harry Potter character in a whole new way with this official A3 2019 calendar. This exciting new format was specially designed so that you can choose which character appears each month and includes a handy date list with space for all your important trips to Hogsmeade.
1898,Harry Potter and the Steel Mage,megyal,3.6,5,1,"Really, there's no such thing as a superhero, no matter what the Muggle media claims but maybe there is, and maybe everyone needs to be saved somehow."
1899,Harry Potter and the Guardians of Power,teacherbev,3.25,4,0,"Fandom: Harry Potter--------------------------------------------------Nominated for best action adventure at Quills! After being ambushed and kidnapped, Harry and Snape escape... Snape becomes a mentor. No SLASH. AU story starts in the middle of Harry's 5th year."
1900,The Unofficial Harry Potter Spellbook: Wizard Training: Full Color Version,Michael K. Gonzalez,5,7,0, 
1901,MEMES: DO NOT TO LAUGH CHALLENGE!!! IMPOSSIBLE TO WIN!! OVER 3000+ MEMES FROM 2019 BEST FREE SPIRITED XXXL JOKE BOOK FUNNY BONUS INSIDE :D From the Spongebob Island to Harry Potter to Star Wars :)),Memes,5,3,0,"RUlES:1: If you laugh you Lose2: If you flinch you Lose3: If you cringe you Lose4: If you give up you LoseFunniest and most hilarious moments on Earth that can make anyone laugh. Nobody pass this book without hard laughing These Memes are so funny that you will roll on the floor laughing! The hardest try not to laugh challenge you have ever seen! Anyways, what is your"
1902,Inside the World of Harry Potter: Critical Essays on the Books and Films,"Christopher E. Bell, Jelena Borojevic",5,3,1,"Many scholars recognize the importance of Harry Potter as a vehicle for discussions about society--from race relations and gender studies to economic, political, religious and educational applications of the texts. This interdisciplinary collection of new essays from one of the world's leading Harry Potter scholars brings to the forefront a critique of modern Western"
1903,Harry Potter Joke For Kids: Laugh Your Head Off,David Wilson,4,3,0,Funny Harry Potter jokes for kids ages 7-12. Written by an English teacher with a focus on word variance to help children build their vocabulary. Education AND fun! You'd be crazy not to buy it.How do turn a donkey into a unicorn? With a horserer's stone.Why didn't the ant get into Hogwarts? She was a Buggle.Where do Death Eaters go on vacation when they want to get a sun
1904,Harry Potter Unofficial Spell Book,Happy Hollyday,2,1,0, 
1905,Blood Feud: The Stewarts and Gordons at War in the Age of Mary Queen of Scots,Harry Potter,3.13,16,1,This is the first-ever study of this infamous feud between the Stewart and Gordon families in the sixteenth century.
1906,The Wizard's Companion A Guide To The Wizarding World Of Harry Potter,Gregory Branson-Trent,2.33,3,0,"Magic, sometimes known as sorcery, is the practice of consciousness manipulation and/or autosuggestion to achieve a desired result, usually by empirical techniques described in various conceptual systems. The practice is often influenced by ideas of religion, mysticism, occultism, science, and psychology.Through so many writings, the worlds of magic and wizardry have come"
1907,LEGO Harry Potter: Years 5-7 Guide,Wallsberg Publishing,4.83,6,0,This is a Excellent Walkthrough Guide on the Game LEGO Harry Potter: Years 5-7 includes all chapters and Hints
1908,Harry Potter ve Cadı Avcısı,Serhan Vural,4.5,2,0,Bir Turk Harry Potter serisi hayranının devam niteli<U+011F>inde yazdı<U+011F>ı roman.
1909,"Harry Potter and the Kindling of the Fire (Harry Potter and the Kindling of the Fire, #1)",TigerShark,4,1,0,"Harry Potter/Tom Riddle Fanfic.After the end of the World, Harry takes a desperate trip back in time to save the entire planet.Words: 8,383 Complete."
1910,The Unofficial Harry Potter Word Search Book: 50 Themed Word Searches Based on the Harry Potter Books by J.K. Rowling,Patel Puzzle Books,5,1,0, 
1911,HARRY POTTER MEMES: 200+ Harry Potter Jokes & Memes ( Harry Potter memes collection) + BIG FAT BONUS,Punny Fanda,1,1,0,"Looking for Harry Potter books?! Please note you dont need a Kindle device to enjoy this book! Hottest HARRY POTTER memes in one book! 100+ Funny HARRY POTTER Memes & Jokes is an amazing book! PUNNY FANDA APPROVED! I encourage you to take a leap of faith and download this great and funny comedy book, which You wont regret! + BIG FAT BONUS Here it is! 200+ Harry"
1912,Harry Potter: Imaginar Hogwarts,Bryan Michael Stoller,3,1,0,"VAMOS A HACER UNA PELICULA DE HARRY POTTER!Imaginar Hogwarts es una guia practica y divertida para hacer tu propia pelicula ambientada en el Colegio Hogwarts de Magia y Hechiceria. Con actividades guiadas sobre todos los pasos necesarios para hacer una pelicula, desde el storyboard al vestuario o la postproduccion, este libro te ensenara a crear paso a paso tu propia obra"
1913,The harry Potter SpellBook: Wizard Training (Fancy Version),Kaazhi amman,0,0,0,"Are you Really love Harry Potter?Are you wish you could cast spells like Herimone, or Harry? SpellBook Contains: Over 250+ Harry Potter spells (including unique spells seen in the books, movies, and games) Pronunciations for the wanted spell to recite each spell perfectly Extra notes, as well as more information on the more difficult to understand spells Beautifully"
1914,Harry Potter and the Golden Path - Year Seven,HeruKane,5,1,0,"We will be following the life of a more intelligent and powerful Harry Potter, one who seems to be constantly tested by Fate, Destiny, and Magic. This story follows him through his Hogwarts years and the friendships, connections, and powerful decisions he makes along the way. It will also see him taking his place among the elite of the magical world, that of the Empire of"
1915,Harry Potter'S Quizzes Question & Answers - Updated To 2020: Harry Potter The Complete Quiz Book,Aundrea Deprey,0,0,0, 
1916,Honeydukes: Un livre a gratter et a sentir (Hors Serie Harry Potter),"Collectif, Ameline Nereaud",4,3,0, 
1917,Harry Potter Filmwelt: Bd. 6: Alles uber Schloss Hogwarts,Jody Revenson,4,2,0,"Willkommen in der magischen Welt von Schloss Hogwarts! Mit seinen sprechenden Portrats, wandernden Treppen und geheimen Raumen ist die Schule fur Hexerei und Zauberei der wohl bekannteste Schauplatz der Harry-Potter-Filme. In diesem Band konnen Fans den faszinierenden Drehort Raum fur Raum erkunden und einen Blick hinter die Kulissen werfen.Wie konnte das Filmteam es in"
1918,Como Dibujar Personajes de Harry Potter: Aprende a Dibujar Tus Personajes Favoritos de Harry Potter Paso a Paso,Ron Gray,5,1,0,"Amas a Harry Potter?Quieres aprender a dibujar tus personajes favoritos de Harry Potter? Dentro de este libro no oficial de dibujo de Harry Potter, encontraras 69 paginas de dibujo de una cara. Cada pagina contendra las instrucciones sobre como dibujar todos los personajes principales de Harry Potter, con una instruccion escrita detallada paso a paso. El tamano de las"
1919,"Fiktivni Magove: Gandalf, Pan Tau, Harry Potter, Lord Voldemort, Albus Brumbal, Rubeus Hagrid, Severus Snape, Draco Malfoy, Merlin Z Chaosu",Source Wikipedia,4,1,0,"Zdroj: Wikipedia. Stranky: 25. Kapitoly: Gandalf, Pan Tau, Harry Potter, Lord Voldemort, Albus Brumbal, Rubeus Hagrid, Severus Snape, Draco Malfoy, Merlin z Chaosu, Saruman, Mrakopla, Radagast, Panoramix, Anton Gorod ckij, Rumburak, Elminster. Vy atek: Gandalf je fiktivni postava arod je, ktery hraje kli ovou roli v knihach J. R. R. Tolkiena Hobit a Pan prsten . Byl druhym"
1920,The Harry Potter effect : taking a closer look at the complete series,John Houghton,3,4,1,"A fully updated edition of the highly acclaimed review of the Potter corpus (books and films), this will be rushed to the market as soon as the seventh and final Harry Potter novel has been published (July 21) to give the first definitive review of the complete series. Ideal for parents and teachers who will want to interact with children about the biggest phenomenon in"
1921,Teaching Discussion And Activity Guide For Harry Potter And The Chamber Of Secrets (As Written By J.K. Rowling),Erika Byrne,5,1,0,Ready-made activities to accompany the original book written by J.K. Rowling.
1922,"Harry Potter Collectibles: Action Figures, Mini Busts, Statuettes, & Dolls",Kathy J. Wells,0,0,0,"Let the magic live on! Here is a true guide to discovering what's hot and what's not in the world of Harry Potterreg; collectibles. Over 220 full color photos guide you through the enchanting and bewitching wizarding world of action figures, mini-busts, statuettes, and dolls. The featured action figures cover the first decade of production (2001-2010), manufactured first"
1923,Selected Themes from the Motion Picture Harry Potter and the Prisoner of Azkaban: 0,John   Williams,0,0,0,This spectacular souvenir folio comes loaded with full-color and black and white photos from the newest blockbuster Harry Potter film. Titles: Aunt Marge's Waltz * Buckbeak's Flight * Double Trouble * Hagrid the Professor * Hedwig's Theme * The Snowball Fight * A Window to the Past * A Winter's Spell.
